ORDER ID,Order Date,Customer_id,Gender,STATE,Region,category,Subcategory,Product_Name,Quantity,unit price,discount%,FINAL AMOUNT,payment mode,order_source
ORD14456,2024-05-23,CUST9952,,Maharashtra,West,Fashion,,Men Wear Item 838,3,29347,24.07,66850.17,COD,
ORD14457,2024-08-08,CUST1137,Male,Bihar,East,Fashion,Women Wear,Women Wear Item 342,5,22677,26.02,83877.55,Credit Card,
ORD14458,2024-06-28,CUST8445,,Uttar Pradesh,North,Home & Kitchen,Decor,Decor Item 987,3,26734,15.4,67852.58,UPI,Website
ORD14459,2024-07-02,CUST2556,Male,Punjab,North,Home & Kitchen,Storage,Storage Item 643,4,2593,6.85,9662.02,Debit Card,Mobile Web
ORD14460,2024-03-03,CUST5816,Female,West Bengal,East,Fashion,Women Wear,Women Wear Item 473,5,13352,18.23,54592.91,Credit Card,App
ORD14461,2024-06-22,CUST8792,Male,Gujarat,West,Home & Kitchen,,Storage Item 325,5,32971,18.29,134705.35,UPI,Website
ORD14462,2024-06-14,CUST1924,Other,Tamil Nadu,South,Fashion,,Accessories Item 813,5,45120,21.69,176668.3,,
ORD14463,2024-03-30,CUST5597,Female,Maharashtra,West,Beauty,Makeup,Makeup Item 838,4,14454,38.11,35784.9,UPI,app
ORD14464,2024-02-12,CUST7892,,Karnataka,South,Fashion,,Men Wear Item 759,5,40895,12.82,178253.14,COD,
ORD14465,2024-12-21,CUST8204,Female,West Bengal,East,Beauty,Haircare,Haircare Item 205,3,15064,22.94,34824.8,,app
ORD14466,2024-06-30,CUST3104,Other,Delhi,North,Beauty,,Fragrance Item 730,5,7305,28.68,26049.14,,Mobile Web
ORD14467,2024-10-16,CUST4876,Female,Telangana,South,Home & Kitchen,Storage,Storage Item 180,4,19219,17.32,63557.89,UPI,App
ORD14468,2024-06-12,CUST3050,Male,Gujarat,West,Home & Kitchen,Storage,Storage Item 129,2,25851,16.23,43311.92,Debit Card,
ORD14469,2024-12-20,CUST7051,Male,Tamil Nadu,South,Electronics,,Laptops Item 868,4,16872,6.7,62967.78,COD,Website
ORD14470,2024-10-31,CUST2013,,Tamil Nadu,South,Electronics,Accessories,Accessories Item 938,3,26647,8.31,73301.24,,WEB
ORD14471,2024-08-12,CUST4257,Male,Haryana,North,Home & Kitchen,Storage,Storage Item 797,3,18256,9.62,49499.97,Debit Card,
ORD14472,2024-05-29,CUST2984,Other,Karnataka,South,Home & Kitchen,,Appliances Item 855,4,31228,18.8,101423.29,Credit Card,
ORD14473,2024-02-21,CUST7011,Female,Odisha,East,Fashion,Men Wear,Men Wear Item 511,2,13649,25.16,20431.09,Debit Card,Website
ORD14474,2024-01-21,CUST1913,,Maharashtra,West,Beauty,Haircare,Haircare Item 574,5,25386,23.08,97638.0,COD,
ORD14475,2024-06-21,CUST6851,Male,Delhi,North,Beauty,,Fragrance Item 537,4,3423,33.73,9074.12,COD,app
ORD14476,2024-02-11,CUST7315,Other,Delhi,North,Beauty,,Fragrance Item 481,3,48685,19.18,118036.25,Credit Card,
ORD14477,2024-02-24,CUST5259,Female,Tamil Nadu,South,Home & Kitchen,,Furniture Item 284,3,1417,15.12,3608.44,,Mobile Web
ORD14478,2024-09-20,CUST2101,Female,Telangana,South,Fashion,Accessories,Accessories Item 697,4,3782,10.14,13593.65,,app
ORD14479,2024-02-24,CUST3377,,Gujarat,West,Fashion,Men Wear,Men Wear Item 706,2,47091,23.54,72011.51,,App
ORD14480,2024-09-16,CUST3106,Male,Bihar,East,Fashion,,Men Wear Item 725,5,31818,27.5,115332.34,Credit Card,App
ORD14481,2024-02-19,CUST1130,Male,Telangana,South,Electronics,Accessories,Accessories Item 854,3,30423,9.21,82863.28,,app
ORD14482,2024-12-30,CUST2417,Other,West Bengal,East,Home & Kitchen,Decor,Decor Item 229,4,9096,9.59,32893.61,,WEB
ORD14483,2024-04-25,CUST2317,,Punjab,North,Electronics,,Accessories Item 993,4,22585,12.94,78653.36,COD,App
ORD14484,2024-04-15,CUST3254,,Haryana,North,Beauty,,Haircare Item 683,2,8083,19.79,12967.43,COD,
ORD14485,2024-06-25,CUST9497,Female,Maharashtra,West,Fashion,,Ethnic Item 533,3,4603,11.86,12171.73,Debit Card,
ORD14486,2024-08-05,CUST3777,,Tamil Nadu,South,Home & Kitchen,Furniture,Furniture Item 492,2,39568,6.65,73876.88,Credit Card,Mobile Web
ORD14487,2024-09-30,CUST4198,Other,Kerala,South,Fashion,Ethnic,Ethnic Item 276,5,6594,27.37,23946.45,COD,
ORD14488,2024-06-19,CUST6098,,Delhi,North,Fashion,,Women Wear Item 390,4,1311,24.27,3971.17,Credit Card,app
ORD14489,2024-06-03,CUST9828,Female,Tamil Nadu,South,Home & Kitchen,Appliances,Appliances Item 816,3,20460,15.63,51784.52,,
ORD14490,2024-09-07,CUST9357,,Uttar Pradesh,North,Fashion,,Men Wear Item 876,2,22121,28.11,31805.61,Credit Card,
ORD14491,2024-01-21,CUST6084,,Karnataka,South,Home & Kitchen,,Furniture Item 323,1,22811,5.99,21443.64,UPI,WEB
ORD14492,2024-12-26,CUST8025,Female,Tamil Nadu,South,Beauty,,Haircare Item 809,4,41109,26.25,121266.39,Credit Card,Mobile Web
ORD14493,2024-09-02,CUST4905,Female,West Bengal,East,Electronics,,Laptops Item 415,1,11335,8.39,10383.47,UPI,App
ORD14494,2024-08-05,CUST7265,Other,Maharashtra,West,Beauty,,Makeup Item 725,5,29698,23.43,113696.38,COD,
ORD14495,2024-01-22,CUST7158,,Gujarat,West,Beauty,,Skincare Item 987,2,40272,19.66,64707.5,Debit Card,Mobile Web
ORD14496,2024-06-08,CUST8686,Male,Telangana,South,Electronics,Mobiles,Mobiles Item 983,5,17010,7.03,79071.22,,Website
ORD14497,2024-12-26,CUST5022,Other,Delhi,North,Electronics,Laptops,Laptops Item 787,3,2805,11.22,7470.61,Debit Card,
ORD14498,2024-12-16,CUST1176,,Haryana,North,Beauty,,Makeup Item 803,2,3972,19.22,6416.9,Debit Card,Mobile Web
ORD14499,2024-08-11,CUST9326,,Kerala,South,Home & Kitchen,,Furniture Item 962,5,17983,12.12,79014.29,,WEB
ORD14500,2024-09-19,CUST8816,Male,Rajasthan,West,Home & Kitchen,Appliances,Appliances Item 734,3,30990,15.51,78551.69,Credit Card,
ORD14501,2024-11-02,CUST1887,,Haryana,North,Beauty,Haircare,Haircare Item 526,1,42921,32.35,29035.81,COD,
ORD14502,2024-10-19,CUST4345,Female,Karnataka,South,Home & Kitchen,,Furniture Item 121,5,43052,27.22,156671.38,,app
ORD14503,2024-07-19,CUST7312,Other,Odisha,East,Beauty,Haircare,Haircare Item 249,1,1868,19.58,1502.25,COD,App
ORD14504,2024-06-11,CUST8257,,Punjab,North,Home & Kitchen,,Furniture Item 198,3,49973,7.53,138636.1,UPI,
ORD14505,2024-04-24,CUST8805,,Uttar Pradesh,North,Home & Kitchen,Decor,Decor Item 959,5,18996,14.0,81680.11,COD,
ORD14506,2024-11-18,CUST3696,,Karnataka,South,Beauty,Skincare,Skincare Item 131,5,18225,30.73,63121.23,Credit Card,
ORD14507,2024-06-11,CUST8350,,Uttar Pradesh,North,Beauty,,Fragrance Item 507,1,9902,28.9,7040.81,Debit Card,Website
ORD14508,2024-02-28,CUST5599,Female,Tamil Nadu,South,Fashion,Accessories,Accessories Item 407,3,26978,25.01,60690.49,Credit Card,
ORD14509,2024-04-11,CUST6942,Female,Tamil Nadu,South,Fashion,Accessories,Accessories Item 671,5,38907,24.26,147332.13,COD,
ORD14510,2024-01-26,CUST5582,Male,Delhi,North,Home & Kitchen,,Furniture Item 419,1,2435,18.01,1996.34,UPI,Website
ORD14511,2024-07-26,CUST2271,Female,Kerala,South,Home & Kitchen,,Decor Item 349,4,47871,8.72,174779.41,COD,Mobile Web
ORD14512,2024-02-02,CUST7447,Female,Rajasthan,West,Beauty,Skincare,Skincare Item 921,5,38009,32.97,127383.19,Debit Card,
ORD14513,2024-08-28,CUST2697,,Bihar,East,Home & Kitchen,Decor,Decor Item 757,5,12142,6.48,56777.09,Debit Card,Mobile Web
ORD14514,2024-10-04,CUST6522,Male,Karnataka,South,Fashion,,Men Wear Item 825,3,6194,28.06,13368.19,,app
ORD14515,2024-04-30,CUST5496,,Haryana,North,Fashion,Women Wear,Women Wear Item 380,1,43913,27.33,31912.89,,app
ORD14516,2024-12-23,CUST2505,Other,Tamil Nadu,South,Home & Kitchen,,Furniture Item 724,4,26201,7.58,96864.57,Debit Card,App
ORD14517,2024-08-05,CUST8349,,Maharashtra,West,Beauty,Fragrance,Fragrance Item 266,2,29447,25.23,44034.82,Debit Card,App
ORD14518,2024-04-01,CUST1017,,Haryana,North,Fashion,Men Wear,Men Wear Item 604,4,47771,34.8,124585.68,UPI,Website
ORD14519,2024-03-28,CUST6518,Female,Tamil Nadu,South,Beauty,,Fragrance Item 893,2,48771,28.75,69502.43,,
ORD14520,2024-05-28,CUST1655,,Uttar Pradesh,North,Electronics,,Mobiles Item 324,5,36223,9.97,163058.22,Debit Card,Mobile Web
ORD14521,2024-10-15,CUST8971,Other,Rajasthan,West,Electronics,Accessories,Accessories Item 655,3,39890,11.51,105894.46,COD,App
ORD14522,2024-04-17,CUST1419,Female,Kerala,South,Fashion,,Women Wear Item 487,5,26888,20.02,107519.54,Credit Card,Mobile Web
ORD14523,2024-09-08,CUST7332,Other,Odisha,East,Home & Kitchen,Storage,Storage Item 435,4,46714,15.4,158071.26,UPI,WEB
ORD14524,2024-03-14,CUST3112,Female,Rajasthan,West,Beauty,Haircare,Haircare Item 310,1,33613,24.13,25503.7,Credit Card,app
ORD14525,2024-07-08,CUST4908,Other,Delhi,North,Home & Kitchen,Furniture,Furniture Item 241,2,28127,10.9,50123.14,,Mobile Web
ORD14526,2024-06-10,CUST7945,,Maharashtra,West,Beauty,Makeup,Makeup Item 200,3,37862,18.01,93124.8,COD,
ORD14527,2024-12-02,CUST3493,Male,Rajasthan,West,Beauty,,Fragrance Item 538,1,13701,34.6,8960.32,UPI,App
ORD14528,2024-01-26,CUST5470,Male,Punjab,North,Home & Kitchen,,Storage Item 638,5,44866,16.37,187610.78,,Website
ORD14529,2024-11-02,CUST4667,Female,Bihar,East,Beauty,Fragrance,Fragrance Item 717,2,43625,32.47,58922.14,,Website
ORD14530,2024-04-10,CUST7529,Female,Odisha,East,Beauty,,Fragrance Item 667,5,14279,36.45,45373.23,,App
ORD14531,2024-08-17,CUST5087,Other,Uttar Pradesh,North,Beauty,Skincare,Skincare Item 487,3,12331,29.86,25948.53,Debit Card,
ORD14532,2024-11-21,CUST6896,Female,Bihar,East,Fashion,Ethnic,Ethnic Item 656,4,15759,24.66,47494.41,,WEB
ORD14533,2024-09-24,CUST4417,Other,Delhi,North,Beauty,Haircare,Haircare Item 711,4,2497,28.34,7157.61,,
ORD14534,2024-11-11,CUST3527,,Kerala,South,Home & Kitchen,,Furniture Item 654,4,30888,7.31,114520.96,COD,WEB
ORD14535,2024-02-15,CUST9819,,Delhi,North,Beauty,,Fragrance Item 550,4,49062,34.62,128309.62,COD,
ORD14536,2024-11-04,CUST8173,Other,West Bengal,East,Electronics,,Mobiles Item 723,1,24019,11.52,21251.86,,
ORD14537,2024-10-20,CUST5597,Male,Bihar,East,Fashion,,Women Wear Item 133,3,14625,33.38,29229.43,COD,Mobile Web
ORD14538,2024-03-12,CUST8737,,Gujarat,West,Electronics,Mobiles,Mobiles Item 826,2,16334,9.12,29688.69,Debit Card,Mobile Web
ORD14539,2024-02-25,CUST2328,Female,Odisha,East,Home & Kitchen,Furniture,Furniture Item 728,5,27294,16.31,114205.74,,Mobile Web
ORD14540,2024-01-11,CUST4340,Other,Gujarat,West,Fashion,,Accessories Item 583,2,17828,19.34,28759.37,COD,
ORD14541,2024-07-22,CUST5899,Female,Tamil Nadu,South,Home & Kitchen,,Furniture Item 111,4,9666,13.29,33525.03,,
ORD14542,2024-01-05,CUST5386,Other,Delhi,North,Beauty,Fragrance,Fragrance Item 803,5,11054,30.68,38311.74,Credit Card,App
ORD14543,2024-05-16,CUST8991,Other,Bihar,East,Electronics,,Audio Item 615,4,49497,7.23,183663.79,COD,
ORD14544,2024-05-26,CUST2643,Male,Karnataka,South,Home & Kitchen,,Decor Item 490,3,41042,13.48,106528.57,Debit Card,
ORD14545,2024-10-20,CUST8033,Other,Bihar,East,Beauty,,Fragrance Item 245,2,11031,24.96,16555.59,UPI,
ORD14546,2024-06-14,CUST8540,Other,Uttar Pradesh,North,Fashion,Men Wear,Men Wear Item 110,2,33056,10.22,59353.92,Debit Card,
ORD14547,2024-08-02,CUST1634,Other,Karnataka,South,Beauty,Fragrance,Fragrance Item 810,5,16440,32.13,55791.02,Credit Card,Mobile Web
ORD14548,2024-05-03,CUST2152,Female,Telangana,South,Beauty,Skincare,Skincare Item 219,4,34298,32.82,92168.71,Debit Card,Mobile Web
ORD14549,2024-01-04,CUST6701,Other,Delhi,North,Electronics,,Accessories Item 726,5,45331,5.81,213489.12,,Website
ORD14550,2024-10-26,CUST8145,Other,Tamil Nadu,South,Fashion,Women Wear,Women Wear Item 987,3,17286,22.93,39968.56,COD,Website
ORD14551,2024-03-06,CUST7121,Male,Haryana,North,Home & Kitchen,,Storage Item 386,1,12921,14.33,11069.61,Debit Card,WEB
ORD14552,2024-11-03,CUST6359,Male,Uttar Pradesh,North,Fashion,,Men Wear Item 344,5,5686,16.34,23785.5,UPI,Mobile Web
ORD14553,2024-12-03,CUST4418,,Tamil Nadu,South,Beauty,Haircare,Haircare Item 825,1,1353,31.79,922.89,UPI,
ORD14554,2024-03-12,CUST8428,Female,Odisha,East,Beauty,Haircare,Haircare Item 142,5,42975,24.17,162948.18,Debit Card,WEB
ORD14555,2024-11-03,CUST9510,,Uttar Pradesh,North,Fashion,Men Wear,Men Wear Item 382,3,9172,20.9,21763.92,,WEB
ORD14556,2024-04-30,CUST6884,Male,Delhi,North,Fashion,,Accessories Item 157,3,9970,11.49,26472.04,Debit Card,
ORD14557,2024-01-27,CUST1874,Other,Odisha,East,Fashion,,Men Wear Item 684,1,10315,23.05,7937.16,,WEB
ORD14558,2024-08-03,CUST4961,,Maharashtra,West,Home & Kitchen,,Furniture Item 661,3,18348,19.42,44354.48,Credit Card,app
ORD14559,2024-02-05,CUST5153,,Bihar,East,Fashion,,Ethnic Item 756,1,45545,29.06,32310.56,,app
ORD14560,2024-01-19,CUST1774,Other,Maharashtra,West,Beauty,,Fragrance Item 256,2,2298,32.16,3118.02,UPI,WEB
ORD14561,2024-11-28,CUST2595,Female,Rajasthan,West,Home & Kitchen,Appliances,Appliances Item 992,1,24139,5.16,22893.98,Credit Card,App
ORD14562,2024-08-01,CUST6716,Male,Gujarat,West,Home & Kitchen,,Appliances Item 543,1,24098,5.44,22787.93,Credit Card,
ORD14563,2024-08-22,CUST8803,Female,Gujarat,West,Home & Kitchen,Appliances,Appliances Item 650,5,14443,17.39,59655.95,,Mobile Web
ORD14564,2024-09-06,CUST4124,Other,Rajasthan,West,Fashion,Ethnic,Ethnic Item 255,5,39400,10.83,175658.32,UPI,
ORD14565,2024-10-17,CUST7923,Other,Kerala,South,Beauty,,Skincare Item 706,1,2263,24.87,1700.27,UPI,
ORD14566,2024-06-06,CUST1805,Female,Punjab,North,Home & Kitchen,,Decor Item 272,1,7100,6.11,6665.9,Debit Card,
ORD14567,2024-12-10,CUST2786,Female,Punjab,North,Fashion,Ethnic,Ethnic Item 560,2,41945,28.64,59867.18,UPI,WEB
ORD14568,2024-10-02,CUST1214,Female,Uttar Pradesh,North,Electronics,,Audio Item 478,2,16876,9.91,30407.96,Debit Card,Website
ORD14569,2024-04-10,CUST7609,,Kerala,South,Fashion,,Ethnic Item 370,2,24381,25.67,36243.97,,App
ORD14570,2024-12-03,CUST6729,Female,Maharashtra,West,Electronics,Mobiles,Mobiles Item 150,3,36948,10.76,98919.76,Credit Card,app
ORD14571,2024-07-09,CUST9904,Other,Telangana,South,Electronics,,Mobiles Item 973,3,18165,7.21,50566.61,,App
ORD14572,2024-10-13,CUST2746,Other,Tamil Nadu,South,Electronics,Accessories,Accessories Item 564,5,47189,13.0,205267.16,Credit Card,
ORD14573,2024-11-20,CUST6588,Other,Karnataka,South,Electronics,Audio,Audio Item 377,4,27130,5.93,102088.49,Debit Card,App
ORD14574,2024-01-19,CUST9787,Other,Delhi,North,Beauty,,Haircare Item 524,2,26422,22.82,40786.18,Credit Card,
ORD14575,2024-06-19,CUST6770,Male,Uttar Pradesh,North,Beauty,Makeup,Makeup Item 609,4,28389,23.67,86675.94,COD,Mobile Web
ORD14576,2024-05-24,CUST3965,Female,Karnataka,South,Fashion,,Women Wear Item 921,5,7203,26.69,26400.82,Debit Card,Mobile Web
ORD14577,2024-09-18,CUST3624,Female,Telangana,South,Home & Kitchen,,Furniture Item 639,4,6836,9.68,24696.88,COD,
ORD14578,2024-06-20,CUST6910,Male,Odisha,East,Electronics,Audio,Audio Item 869,2,13657,5.87,25711.48,UPI,
ORD14579,2024-04-10,CUST3684,,Maharashtra,West,Beauty,,Skincare Item 934,1,29616,46.11,15960.81,Debit Card,Website
ORD14580,2024-06-01,CUST2806,,Rajasthan,West,Beauty,,Makeup Item 556,2,49530,18.51,80719.81,UPI,WEB
ORD14581,2024-12-23,CUST9563,Other,Telangana,South,Beauty,Makeup,Makeup Item 274,3,34725,25.93,77166.89,UPI,Website
ORD14582,2024-11-20,CUST8323,Other,Kerala,South,Home & Kitchen,Appliances,Appliances Item 411,1,35084,11.71,30975.17,Debit Card,Website
ORD14583,2024-11-08,CUST8197,,West Bengal,East,Fashion,Ethnic,Ethnic Item 206,4,23254,18.15,76136.83,Debit Card,App
ORD14584,2024-09-16,CUST1615,Other,Uttar Pradesh,North,Home & Kitchen,,Storage Item 252,3,8647,6.29,24308.03,Credit Card,Mobile Web
ORD14585,2024-02-09,CUST8077,Female,Bihar,East,Fashion,,Accessories Item 206,3,8977,20.28,21470.08,,Mobile Web
ORD14586,2024-01-04,CUST7236,Other,Haryana,North,Beauty,Skincare,Skincare Item 786,4,3642,32.82,9787.51,Credit Card,Mobile Web
ORD14587,2024-06-15,CUST6888,,Uttar Pradesh,North,Fashion,Ethnic,Ethnic Item 805,3,12245,10.4,32914.04,Credit Card,app
ORD14588,2024-12-10,CUST8785,,Haryana,North,Beauty,,Haircare Item 178,3,31566,19.56,76176.96,UPI,
ORD14589,2024-11-12,CUST1094,,Haryana,North,Fashion,Accessories,Accessories Item 173,4,33715,11.38,119518.36,,Mobile Web
ORD14590,2024-09-03,CUST2616,Other,Tamil Nadu,South,Electronics,,Audio Item 453,1,20922,10.83,18656.41,Credit Card,WEB
ORD14591,2024-04-06,CUST8651,Female,Odisha,East,Beauty,,Makeup Item 492,5,2877,47.76,7514.81,Debit Card,
ORD14592,2024-02-09,CUST7268,Other,Telangana,South,Electronics,Audio,Audio Item 347,5,34485,13.85,148545.75,Debit Card,
ORD14593,2024-03-27,CUST7310,Other,Uttar Pradesh,North,Electronics,,Mobiles Item 566,1,20929,17.13,17344.18,Credit Card,App
ORD14594,2024-04-30,CUST3037,Male,Delhi,North,Electronics,Accessories,Accessories Item 787,1,17651,8.58,16137.22,,app
ORD14595,2024-04-28,CUST4918,Female,Uttar Pradesh,North,Electronics,,Mobiles Item 281,4,42321,13.24,146868.48,COD,Website
ORD14596,2024-04-15,CUST1970,Other,Karnataka,South,Beauty,Makeup,Makeup Item 952,4,40680,32.14,110418.32,COD,
ORD14597,2024-07-16,CUST6363,Female,Delhi,North,Home & Kitchen,Furniture,Furniture Item 366,4,15823,10.35,56741.55,Debit Card,
ORD14598,2024-12-02,CUST8671,Female,Maharashtra,West,Home & Kitchen,,Decor Item 153,3,14211,19.42,34353.35,Credit Card,App
ORD14599,2024-04-09,CUST7223,Male,Tamil Nadu,South,Home & Kitchen,Appliances,Appliances Item 403,2,28078,8.24,51526.52,,WEB
ORD14600,2024-11-14,CUST2469,Other,Kerala,South,Beauty,Makeup,Makeup Item 578,3,1225,29.01,2608.77,UPI,
ORD14601,2024-07-17,CUST8114,Other,Rajasthan,West,Electronics,,Mobiles Item 722,5,6333,12.01,27861.39,Credit Card,
ORD14602,2024-01-26,CUST7762,Female,Tamil Nadu,South,Fashion,Accessories,Accessories Item 395,2,28550,10.81,50924.95,COD,Website
ORD14603,2024-09-23,CUST4074,Other,Rajasthan,West,Fashion,,Accessories Item 971,4,40425,28.26,115996.83,Credit Card,WEB
ORD14604,2024-10-16,CUST6276,Female,Punjab,North,Fashion,,Accessories Item 165,4,18766,27.34,54538.59,,app
ORD14605,2024-08-22,CUST9406,Other,Maharashtra,West,Beauty,,Haircare Item 422,1,11142,25.3,8323.27,COD,WEB
ORD14606,2024-04-06,CUST2315,Male,Gujarat,West,Beauty,Fragrance,Fragrance Item 533,3,30257,22.63,70229.18,COD,Website
ORD14607,2024-11-17,CUST4444,Other,Haryana,North,Fashion,Women Wear,Women Wear Item 759,5,32810,17.13,135950.29,UPI,Mobile Web
ORD14608,2024-05-27,CUST5727,Female,Kerala,South,Fashion,,Accessories Item 395,3,49948,25.68,111359.23,,Website
ORD14609,2024-10-14,CUST4150,Other,Kerala,South,Fashion,Accessories,Accessories Item 254,3,19266,14.3,49531.38,Credit Card,Website
ORD14610,2024-02-02,CUST1348,,Maharashtra,West,Electronics,Accessories,Accessories Item 300,3,25389,9.2,69159.81,Credit Card,app
ORD14611,2024-02-22,CUST2258,Male,Maharashtra,West,Beauty,Haircare,Haircare Item 525,1,1626,25.91,1204.69,UPI,Website
ORD14612,2024-04-01,CUST2581,,Haryana,North,Fashion,Women Wear,Women Wear Item 696,3,24315,16.99,60555.24,COD,Website
ORD14613,2024-03-19,CUST7705,Female,Odisha,East,Home & Kitchen,Storage,Storage Item 201,3,8794,26.65,19352.5,Debit Card,
ORD14614,2024-03-06,CUST1595,Other,Haryana,North,Home & Kitchen,,Storage Item 427,2,31616,6.6,59061.19,UPI,
ORD14615,2024-11-12,CUST2285,Male,Gujarat,West,Beauty,,Fragrance Item 605,5,33270,31.2,114455.44,,App
ORD14616,2024-04-16,CUST7442,Female,Punjab,North,Beauty,,Haircare Item 290,2,11961,29.13,16954.65,Credit Card,
ORD14617,2024-05-17,CUST4084,Male,Gujarat,West,Electronics,Laptops,Laptops Item 296,4,48740,10.63,174242.96,Credit Card,app
ORD14618,2024-02-12,CUST6800,Other,Bihar,East,Beauty,,Makeup Item 280,2,46585,25.96,68979.46,Credit Card,Website
ORD14619,2024-08-20,CUST3984,Female,Odisha,East,Beauty,,Fragrance Item 754,2,41787,22.62,64670.32,Debit Card,Mobile Web
ORD14620,2024-01-12,CUST9336,Male,Tamil Nadu,South,Fashion,,Men Wear Item 737,5,40865,20.68,162067.55,UPI,app
ORD14621,2024-12-22,CUST4560,Male,Odisha,East,Beauty,Fragrance,Fragrance Item 682,4,37822,26.43,111304.61,,Mobile Web
ORD14622,2024-10-14,CUST2367,Male,Telangana,South,Beauty,Haircare,Haircare Item 498,1,11859,19.69,9524.0,COD,Mobile Web
ORD14623,2024-02-16,CUST4567,,Maharashtra,West,Home & Kitchen,Furniture,Furniture Item 606,3,34559,16.41,86665.78,Credit Card,Website
ORD14624,2024-04-13,CUST7691,,Punjab,North,Beauty,,Skincare Item 233,5,39371,27.09,143525.56,,Mobile Web
ORD14625,2024-10-03,CUST2098,Male,Telangana,South,Home & Kitchen,,Decor Item 171,1,25745,7.42,23833.82,Credit Card,
ORD14626,2024-02-13,CUST5754,Female,Rajasthan,West,Home & Kitchen,Appliances,Appliances Item 311,5,26883,16.01,112893.96,UPI,Mobile Web
ORD14627,2024-06-30,CUST3357,,West Bengal,East,Beauty,,Skincare Item 778,1,13928,28.61,9943.69,,app
ORD14628,2024-01-22,CUST6435,Other,Odisha,East,Home & Kitchen,Appliances,Appliances Item 724,4,40339,7.84,148712.49,Credit Card,Website
ORD14629,2024-04-06,CUST3765,Other,Haryana,North,Home & Kitchen,,Storage Item 887,3,11448,22.58,26589.97,UPI,app
ORD14630,2024-03-12,CUST2891,Other,Tamil Nadu,South,Electronics,Mobiles,Mobiles Item 664,1,45203,10.82,40314.07,Credit Card,
ORD14631,2024-02-23,CUST2297,Female,Rajasthan,West,Electronics,,Audio Item 906,1,37092,8.49,33944.16,Debit Card,
ORD14632,2024-05-19,CUST3992,Female,Kerala,South,Fashion,,Ethnic Item 324,4,17189,11.44,60888.07,Credit Card,app
ORD14633,2024-03-10,CUST5675,Other,Maharashtra,West,Home & Kitchen,Decor,Decor Item 816,5,48983,25.13,183376.27,,
ORD14634,2024-07-22,CUST8430,Other,Delhi,North,Home & Kitchen,,Decor Item 359,1,35684,19.32,28791.5,COD,Mobile Web
ORD14635,2024-12-10,CUST8086,Female,Uttar Pradesh,North,Beauty,Haircare,Haircare Item 869,2,30135,30.87,41664.78,,App
ORD14636,2024-10-07,CUST5254,Female,Tamil Nadu,South,Electronics,Laptops,Laptops Item 256,3,25677,8.9,70176.76,,
ORD14637,2024-09-06,CUST8132,Female,Delhi,North,Fashion,,Men Wear Item 722,4,38964,24.12,118265.61,UPI,
ORD14638,2024-12-17,CUST2921,,Maharashtra,West,Electronics,Mobiles,Mobiles Item 580,3,43058,7.13,119960.99,COD,
ORD14639,2024-06-28,CUST1842,Other,Uttar Pradesh,North,Fashion,Ethnic,Ethnic Item 712,4,611,20.63,1939.86,Debit Card,
ORD14640,2024-09-02,CUST9066,Female,Maharashtra,West,Beauty,Makeup,Makeup Item 887,3,13496,24.34,30631.71,UPI,Mobile Web
ORD14641,2024-04-27,CUST7271,,Uttar Pradesh,North,Fashion,,Men Wear Item 107,2,12713,16.73,21171.39,Debit Card,
ORD14642,2024-05-08,CUST7792,Female,Haryana,North,Fashion,,Women Wear Item 171,1,23882,11.83,21057.05,,
ORD14643,2024-12-20,CUST5958,Female,Rajasthan,West,Fashion,Women Wear,Women Wear Item 522,4,13443,11.74,47460.11,,
ORD14644,2024-11-10,CUST6829,,Delhi,North,Fashion,,Accessories Item 808,5,8200,14.94,34876.53,COD,
ORD14645,2024-12-29,CUST4207,Other,Gujarat,West,Beauty,Fragrance,Fragrance Item 190,2,26775,21.12,42238.93,Credit Card,Mobile Web
ORD14646,2024-03-27,CUST6059,Other,Punjab,North,Fashion,Women Wear,Women Wear Item 242,3,45519,20.06,109167.19,,app
ORD14647,2024-11-09,CUST8472,Other,Bihar,East,Fashion,Accessories,Accessories Item 710,4,23784,29.47,67098.98,COD,Mobile Web
ORD14648,2024-03-31,CUST8097,Other,Haryana,North,Beauty,Skincare,Skincare Item 799,4,19780,21.18,62360.45,COD,Website
ORD14649,2024-12-20,CUST8540,Female,Karnataka,South,Electronics,Audio,Audio Item 387,1,10695,8.08,9830.66,Debit Card,Mobile Web
ORD14650,2024-01-08,CUST4105,Other,Haryana,North,Beauty,Makeup,Makeup Item 245,4,42075,15.42,142350.34,Credit Card,App
ORD14651,2024-01-09,CUST7773,Other,Tamil Nadu,South,Home & Kitchen,Decor,Decor Item 489,5,41691,10.95,185622.94,Debit Card,Website
ORD14652,2024-02-07,CUST8969,,Punjab,North,Beauty,,Haircare Item 800,3,19171,19.05,46554.48,,app
ORD14653,2024-09-02,CUST7690,Female,Tamil Nadu,South,Home & Kitchen,Appliances,Appliances Item 590,2,25823,13.94,44447.64,UPI,
ORD14654,2024-04-29,CUST3209,Male,Uttar Pradesh,North,Fashion,,Women Wear Item 599,5,37261,24.73,140226.23,UPI,Website
ORD14655,2024-11-24,CUST5638,Male,Gujarat,West,Beauty,,Skincare Item 717,5,25718,16.41,107488.1,UPI,Mobile Web
ORD14656,2024-08-23,CUST6345,Female,Maharashtra,West,Beauty,,Skincare Item 525,1,14187,25.89,10513.35,UPI,
