order_id,order_date,cust_id,gender,state,region,category,sub_category,product_name,quantity,unit_price,discount_pct,final_amount,payment_mode
ORD13499,2024-05-07,CUST3559,Unknown,Tamil Nadu,South,Beauty,Skin Care,Skincare 471,4,33396,30.44,92927.31,COD
ORD13500,2024-12-06,CUST1303,Male,West Bengal,East,Home & Kitchen,Furniture,Furniture 865,1,37430,8.21,34355.5,UPI
ORD13501,2024-06-16,CUST1348,Female,Maharashtra,West,Beauty,Skin Care,Skincare 841,5,23992,18.38,97907.71,Credit Card
ORD13502,2024-11-02,CUST3511,Male,Punjab,North,Fashion,Unknown,Men Wear 507,5,17991,18.94,72919.1,Debit Card
ORD13503,2024-07-22,CUST5413,Male,Haryana,North,Home & Kitchen,Appliances,Appliances 931,1,6423,13.95,5526.84,Credit Card
ORD13504,2024-09-06,CUST3459,Other,Maharashtra,West,Electronics,Unknown,Item 941,2,6334,12.62,11069.12,UPI
ORD13505,2024-10-25,CUST7392,Male,Punjab,North,Fashion,Men Wear,mens_wear 610,2,5828,19.19,9419.15,COD
ORD13506,2024-01-02,CUST2902,Female,West Bengal,East,Home & Kitchen,Home Decor,Decor 194,4,11959,15.34,40499.87,COD
ORD13507,2024-03-30,CUST4809,Other,Tamil Nadu,South,Beauty,Skin Care,skin_care 601,2,21179,39.22,25747.04,COD
ORD13508,2024-02-21,CUST4906,Male,West Bengal,East,Fashion,Unknown,Item 367,3,12633,10.69,33846.19,UPI
ORD13509,2024-11-28,CUST6395,Female,Maharashtra,West,Electronics,Unknown,Item 239,3,9902,8.42,27203.63,Credit Card
ORD13510,2024-11-24,CUST4665,Male,Delhi,North,Home & Kitchen,Unknown,Item 402,4,32899,14.12,113018.69,COD
ORD13511,2024-04-17,CUST2630,Male,Tamil Nadu,South,Home & Kitchen,Unknown,decor_items 797,2,34616,15.82,58276.1,UPI
ORD13512,2024-10-25,CUST2206,Male,Haryana,North,Fashion,Unknown,Men Wear 771,1,43734,38.87,26735.43,COD
ORD13513,2024-02-24,CUST7635,Female,Delhi,North,Home & Kitchen,Furniture,Furniture 385,1,12173,18.03,9978.59,Debit Card
ORD13514,2024-12-30,CUST3787,Male,West Bengal,East,Fashion,Men Wear,mens_wear 671,2,12385,14.56,21162.76,Debit Card
ORD13515,2024-09-25,CUST2717,Male,Punjab,North,Electronics,Unknown,Item 591,3,14079,10.85,37655.27,UPI
ORD13516,2024-06-29,CUST2828,Male,Maharashtra,West,Fashion,Unknown,Item 935,2,8619,14.5,14737.83,Debit Card
ORD13517,2024-03-12,CUST2107,Female,Tamil Nadu,South,Electronics,Mobile,Mobiles 209,5,39563,9.93,178176.0,Unknown
ORD13518,2024-02-08,CUST5036,Female,Tamil Nadu,South,Home & Kitchen,Unknown,Item 103,5,37141,16.8,154504.55,COD
ORD13519,2024-11-22,CUST8297,Male,Punjab,North,Fashion,Unknown,Men Wear 787,1,15136,25.86,11221.92,COD
ORD13520,2024-05-16,CUST8999,Male,Tamil Nadu,South,Home & Kitchen,Furniture,Furniture 115,3,2542,11.59,6741.82,Credit Card
ORD13521,2024-07-01,CUST9375,Male,Punjab,North,Fashion,Unknown,Item 783,1,44221,12.49,38699.4,Debit Card
ORD13522,2024-10-16,CUST3719,Female,West Bengal,East,Home & Kitchen,Unknown,decor_items 627,5,18871,12.38,82671.66,Debit Card
ORD13523,2024-04-22,CUST4847,Male,Tamil Nadu,South,Home & Kitchen,Furniture,Furniture 861,1,21545,18.26,17610.07,UPI
ORD13524,2024-01-09,CUST7579,Male,Tamil Nadu,South,Beauty,Hair Care,Haircare 883,1,42746,32.8,28723.89,COD
ORD13525,2024-02-21,CUST4608,Male,Maharashtra,West,Beauty,Skin Care,Skincare 709,1,39184,21.65,30701.53,COD
ORD13526,2024-04-15,CUST2264,Male,West Bengal,East,Fashion,Unknown,Men Wear 108,2,32459,19.86,52026.65,COD
ORD13527,2024-10-19,CUST1833,Male,West Bengal,East,Electronics,Mobile,Mobiles 393,5,38557,8.92,175589.02,Credit Card
ORD13528,2024-03-07,CUST5891,Male,Delhi,North,Fashion,Ethnic,Ethnic 405,2,18214,18.98,29515.67,Credit Card
ORD13529,2024-05-18,CUST3202,Female,Tamil Nadu,South,Fashion,Women Wear,Women Wear 776,1,28326,28.9,20139.65,Unknown
ORD13530,2024-06-20,CUST8377,Male,West Bengal,East,Beauty,Unknown,Item 865,1,8979,15.48,7588.64,UPI
ORD13531,2024-06-25,CUST9800,Male,Tamil Nadu,South,Electronics,Unknown,Mobile Phones 682,3,1232,14.2,3171.02,Unknown
ORD13532,2024-10-03,CUST9824,Unknown,West Bengal,East,Home & Kitchen,Appliances,Appliances 181,3,46640,11.7,123548.7,Debit Card
ORD13533,2024-05-30,CUST7060,Other,Haryana,North,Home & Kitchen,Home Decor,Decor 781,3,6065,19.61,14627.66,Credit Card
ORD13534,2024-09-04,CUST6176,Female,Punjab,North,Fashion,Unknown,Men Wear 853,4,42835,19.97,137126.33,Unknown
ORD13535,2024-01-19,CUST9828,Male,Delhi,North,Fashion,Unknown,Men Wear 496,3,2680,16.98,6674.62,Debit Card
ORD13536,2024-10-19,CUST1803,Male,Delhi,North,Home & Kitchen,Furniture,Furniture 141,3,34522,12.41,90718.6,COD
ORD13537,2024-01-12,CUST4457,Female,Punjab,North,Home & Kitchen,Furniture,Furniture 849,5,30775,10.78,137293.95,Debit Card
ORD13538,2024-06-28,CUST5620,Male,Haryana,North,Beauty,Makeup,Makeup 535,5,38573,27.1,140598.14,COD
ORD13539,2024-08-15,CUST6429,Other,Tamil Nadu,South,Electronics,Unknown,Item 181,1,46157,9.71,41677.4,UPI
ORD13540,2024-02-27,CUST2925,Female,Haryana,North,Beauty,Skin Care,skin_care 679,3,4424,26.14,9803.04,Credit Card
ORD13541,2024-01-12,CUST5206,Male,Punjab,North,Electronics,Mobile,Mobiles 747,4,5129,12.76,17898.4,Credit Card
ORD13542,2024-09-03,CUST4747,Unknown,Tamil Nadu,South,Beauty,Skin Care,Skincare 942,1,45771,34.25,30095.17,COD
ORD13543,2024-03-03,CUST7156,Male,Maharashtra,West,Beauty,Skin Care,Skincare 523,2,24238,21.15,38225.37,Debit Card
ORD13544,2024-05-29,CUST3949,Female,Punjab,North,Beauty,Makeup,Makeup 799,5,40276,33.05,134821.35,COD
ORD13545,2024-12-06,CUST3080,Female,Maharashtra,West,Fashion,Unknown,Men Wear 863,1,16364,27.28,11900.08,COD
ORD13546,2024-12-30,CUST5360,Unknown,Maharashtra,West,Beauty,Makeup,Makeup 406,5,6550,29.35,23137.32,Debit Card
ORD13547,2024-06-05,CUST4844,Unknown,Delhi,North,Home & Kitchen,Furniture,Furniture 693,5,17216,18.46,70193.41,COD
ORD13548,2024-10-13,CUST8820,Male,West Bengal,East,Electronics,Accessories,Accessories 922,2,31853,8.97,57989.68,COD
ORD13549,2024-08-28,CUST2632,Unknown,Haryana,North,Electronics,Mobile,mobiles 650,3,10200,8.51,27997.13,Debit Card
ORD13550,2024-08-04,CUST7558,Unknown,Haryana,North,Home & Kitchen,Appliances,Appliances 158,4,28846,11.38,102257.29,Unknown
ORD13551,2024-10-28,CUST4450,Male,Delhi,North,Fashion,Men Wear,mens_wear 559,4,17088,17.53,56367.82,Credit Card
ORD13552,2024-09-11,CUST7140,Unknown,Delhi,North,Home & Kitchen,Appliances,Appliances 768,3,38193,6.75,106843.04,Credit Card
ORD13553,2024-10-29,CUST8885,Unknown,West Bengal,East,Beauty,Makeup,Makeup 213,3,29685,34.37,58447.59,COD
ORD13554,2024-06-30,CUST7037,Female,Tamil Nadu,South,Electronics,Unknown,Mobile Phones 362,1,46192,5.86,43487.22,Unknown
ORD13555,2024-01-19,CUST4546,Male,West Bengal,East,Beauty,Skin Care,skin_care 364,3,26022,34.87,50846.55,COD
ORD13556,2024-05-17,CUST4449,Male,Punjab,North,Home & Kitchen,Appliances,Appliances 947,4,49837,15.1,169253.1,Credit Card
ORD13557,2024-04-04,CUST8361,Male,Delhi,North,Home & Kitchen,Unknown,Item 581,3,14643,23.39,33655.2,Debit Card
ORD13558,2024-09-27,CUST9158,Male,West Bengal,East,Beauty,Unknown,Item 834,3,44556,25.15,100050.24,Debit Card
ORD13559,2024-05-19,CUST9852,Male,Haryana,North,Beauty,Skin Care,skin_care 906,4,28265,31.22,77763.65,COD
ORD13560,2024-08-10,CUST6904,Male,West Bengal,East,Home & Kitchen,Unknown,decor_items 157,5,19208,7.95,88406.56,Debit Card
ORD13561,2024-07-22,CUST5195,Male,Delhi,North,Home & Kitchen,Appliances,Appliances 384,4,31107,15.21,105500.7,Debit Card
ORD13562,2024-08-03,CUST8712,Unknown,Punjab,North,Electronics,Mobile,mobiles 277,4,38638,8.34,141667.42,Credit Card
ORD13563,2024-03-31,CUST8805,Female,Punjab,North,Electronics,Unknown,Item 163,1,23351,12.98,20320.21,Debit Card
ORD13564,2024-09-17,CUST4534,Unknown,Haryana,North,Electronics,Mobile,Mobiles 970,1,34833,5.63,32870.81,COD
ORD13565,2024-01-10,CUST3876,Unknown,Haryana,North,Beauty,Skin Care,skin_care 898,2,28824,26.48,42380.29,COD
ORD13566,2024-05-24,CUST2930,Male,Delhi,North,Electronics,Accessories,Accessories 760,5,42358,8.52,193735.79,COD
ORD13567,2024-06-02,CUST8571,Female,Tamil Nadu,South,Electronics,Mobile,Mobiles 196,1,36046,6.56,33682.5,COD
ORD13568,2024-07-01,CUST1975,Female,Maharashtra,West,Electronics,Mobile,mobiles 717,1,12857,13.26,11151.65,Credit Card
ORD13569,2024-12-14,CUST4404,Other,Tamil Nadu,South,Home & Kitchen,Unknown,decor_items 593,5,19510,17.41,80570.08,Credit Card
ORD13570,2024-03-22,CUST6316,Male,Maharashtra,West,Beauty,Hair Care,Haircare 852,4,16315,29.58,45954.95,COD
ORD13571,2024-04-01,CUST2222,Male,Tamil Nadu,South,Fashion,Unknown,Men Wear 262,4,38213,19.72,122706.89,Credit Card
ORD13572,2024-06-17,CUST6000,Other,Punjab,North,Fashion,Ethnic,Ethnic 892,5,40236,12.91,175200.02,Debit Card
ORD13573,2024-12-19,CUST9359,Other,Tamil Nadu,South,Beauty,Hair Care,Haircare 639,4,39112,32.7,105287.85,Unknown
ORD13574,2024-10-31,CUST9156,Unknown,Delhi,North,Beauty,Skin Care,skin_care 651,5,32454,34.44,106378.45,Credit Card
ORD13575,2024-02-12,CUST7240,Female,Delhi,North,Electronics,Accessories,Accessories 287,2,39612,8.77,72274.83,COD
ORD13576,2024-06-11,CUST1330,Female,Tamil Nadu,South,Electronics,Unknown,Item 179,1,9722,5.18,9218.16,UPI
ORD13577,2024-02-22,CUST1921,Male,Maharashtra,West,Fashion,Women Wear,Women Wear 532,2,45619,14.97,77579.78,Credit Card
ORD13578,2024-09-27,CUST4432,Female,Delhi,North,Beauty,Makeup,Makeup 314,3,2463,16.58,6163.98,UPI
ORD13579,2024-01-16,CUST4690,Male,Delhi,North,Home & Kitchen,Furniture,Furniture 932,3,26430,11.64,70057.63,COD
ORD13580,2024-01-30,CUST8389,Female,West Bengal,East,Electronics,Accessories,Accessories 524,3,37673,6.91,105214.38,UPI
ORD13581,2024-04-29,CUST8881,Unknown,Delhi,North,Electronics,Accessories,Accessories 748,2,30197,7.13,56087.46,UPI
ORD13582,2024-01-03,CUST3589,Unknown,Delhi,North,Home & Kitchen,Unknown,decor_items 263,4,10755,6.15,40373.74,COD
ORD13583,2024-01-01,CUST7985,Male,Tamil Nadu,South,Fashion,Ethnic,Ethnic 154,3,18189,26.93,39872.37,COD
ORD13584,2024-02-13,CUST1506,Unknown,Punjab,North,Home & Kitchen,Home Decor,Decor 133,3,31364,6.25,88209.46,COD
ORD13585,2024-01-27,CUST7659,Male,Delhi,North,Fashion,Unknown,Men Wear 950,5,21994,22.22,85529.23,COD
ORD13586,2024-07-26,CUST6363,Female,Maharashtra,West,Home & Kitchen,Appliances,Appliances 614,5,29140,11.26,129298.42,Credit Card
ORD13587,2024-03-17,CUST5275,Unknown,Punjab,North,Home & Kitchen,Furniture,Furniture 158,2,12261,13.5,21211.06,Credit Card
ORD13588,2024-05-14,CUST9490,Male,West Bengal,East,Electronics,Accessories,Accessories 610,3,17398,13.8,44992.22,Debit Card
ORD13589,2024-02-29,CUST9179,Other,Punjab,North,Beauty,Makeup,Makeup 904,5,1880,33.95,6209.17,Credit Card
ORD13590,2024-09-07,CUST6342,Male,Delhi,North,Fashion,Ethnic,Ethnic 368,5,25496,27.01,93053.32,COD
ORD13591,2024-02-16,CUST1307,Female,Punjab,North,Fashion,Women Wear,Women Wear 651,2,49568,18.09,81204.19,UPI
ORD13592,2024-01-23,CUST3896,Male,Delhi,North,Electronics,Accessories,Accessories 622,5,43617,9.15,198129.11,COD
ORD13593,2024-08-15,CUST9272,Male,Delhi,North,Fashion,Unknown,Men Wear 401,4,48054,21.27,151333.97,COD
ORD13594,2024-08-15,CUST5336,Male,Tamil Nadu,South,Electronics,Mobile,Mobiles 536,1,28626,10.35,25663.57,Credit Card
ORD13595,2024-08-29,CUST5121,Male,Haryana,North,Beauty,Hair Care,Haircare 986,1,45272,15.95,38052.28,Debit Card
ORD13596,2024-06-14,CUST8490,Female,Delhi,North,Beauty,Skin Care,Skincare 875,1,45576,31.63,31158.37,UPI
ORD13597,2024-01-04,CUST7024,Female,Delhi,North,Beauty,Makeup,Makeup 567,2,33720,20.68,53494.1,Credit Card
ORD13598,2024-09-28,CUST2512,Female,West Bengal,East,Beauty,Skin Care,Skincare 843,4,28540,24.76,85891.61,COD
ORD13599,2024-10-10,CUST3474,Male,Haryana,North,Electronics,Mobile,mobiles 471,1,42121,10.92,37521.93,COD
ORD13600,2024-03-31,CUST8599,Female,West Bengal,East,Beauty,Skin Care,skin_care 903,2,28210,47.7,29505.06,UPI
ORD13601,2024-12-13,CUST5384,Unknown,Maharashtra,West,Fashion,Unknown,Men Wear 393,3,39363,21.68,92487.37,Debit Card
ORD13602,2024-10-29,CUST1996,Female,West Bengal,East,Electronics,Mobile,mobiles 321,3,27042,18.17,66388.36,Credit Card
ORD13603,2024-01-08,CUST3759,Other,Maharashtra,West,Fashion,Ethnic,Ethnic 148,1,5078,27.0,3707.04,Credit Card
ORD13604,2024-08-22,CUST3019,Male,Delhi,North,Home & Kitchen,Unknown,Item 548,3,41312,6.58,115775.89,Credit Card
ORD13605,2024-08-11,CUST4159,Male,West Bengal,East,Fashion,Ethnic,Ethnic 976,3,36000,27.19,78631.52,UPI
ORD13606,2024-07-03,CUST6344,Unknown,Haryana,North,Beauty,Skin Care,skin_care 382,1,41055,17.96,33680.11,Credit Card
ORD13607,2024-10-08,CUST8587,Unknown,Delhi,North,Home & Kitchen,Unknown,Item 309,4,37144,17.01,123301.22,Debit Card
ORD13608,2024-02-19,CUST7381,Female,Maharashtra,West,Home & Kitchen,Home Decor,Decor 652,1,42424,5.07,40274.38,COD
ORD13609,2024-05-27,CUST6131,Unknown,Haryana,North,Electronics,Unknown,Mobile Phones 765,4,4561,7.25,16921.05,Credit Card
ORD13610,2024-12-28,CUST7110,Female,Maharashtra,West,Electronics,Unknown,Mobile Phones 915,5,45276,7.45,209515.23,UPI
ORD13611,2024-05-24,CUST8698,Male,Tamil Nadu,South,Electronics,Unknown,Mobile Phones 229,5,16397,5.58,77412.82,Debit Card
ORD13612,2024-10-22,CUST1071,Other,Delhi,North,Beauty,Makeup,Makeup 886,3,7943,48.94,12167.55,UPI
ORD13613,2024-11-18,CUST9882,Female,Delhi,North,Home & Kitchen,Furniture,Furniture 893,3,32101,8.15,88457.9,UPI
ORD13614,2024-05-24,CUST6333,Unknown,Haryana,North,Home & Kitchen,Appliances,Appliances 102,2,33957,7.47,62841.4,Debit Card
ORD13615,2024-06-25,CUST6236,Unknown,Punjab,North,Fashion,Women Wear,Women Wear 478,2,35643,17.21,59014.42,UPI
ORD13616,2024-04-06,CUST8765,Other,Punjab,North,Home & Kitchen,Home Decor,Decor 879,1,29186,18.61,23754.48,Credit Card
ORD13617,2024-07-04,CUST2516,Unknown,Delhi,North,Electronics,Unknown,Mobile Phones 396,1,34112,5.25,32322.78,UPI
ORD13618,2024-01-12,CUST2109,Female,West Bengal,East,Beauty,Skin Care,Skincare 538,3,48667,34.55,95560.12,Unknown
ORD13619,2024-04-18,CUST5345,Male,Haryana,North,Beauty,Unknown,Item 331,2,25578,26.24,37735.17,Debit Card
ORD13620,2024-11-09,CUST7151,Male,Haryana,North,Fashion,Women Wear,Women Wear 475,2,13846,22.05,21584.64,Credit Card
ORD13621,2024-07-29,CUST5867,Female,Delhi,North,Electronics,Unknown,Mobile Phones 188,1,13842,9.77,12489.39,COD
ORD13622,2024-10-01,CUST8056,Female,Delhi,North,Fashion,Ethnic,Ethnic 312,5,19319,27.39,70135.04,Credit Card
ORD13623,2024-12-13,CUST5586,Female,West Bengal,East,Electronics,Unknown,Mobile Phones 530,3,45915,14.69,117509.55,Debit Card
ORD13624,2024-07-07,CUST2766,Female,Delhi,North,Home & Kitchen,Furniture,Furniture 558,4,46456,8.49,170046.32,Unknown
ORD13625,2024-10-23,CUST3550,Unknown,Tamil Nadu,South,Fashion,Unknown,Men Wear 944,2,13507,14.22,23172.78,COD
ORD13626,2024-04-23,CUST6314,Male,West Bengal,East,Electronics,Unknown,Item 725,4,766,12.69,2675.33,COD
ORD13627,2024-01-09,CUST8024,Female,Punjab,North,Electronics,Mobile,mobiles 410,5,29042,14.29,124461.27,Debit Card
ORD13628,2024-09-12,CUST9294,Female,West Bengal,East,Beauty,Skin Care,skin_care 528,4,21109,24.53,63721.62,Credit Card
ORD13629,2024-07-30,CUST9615,Male,Maharashtra,West,Home & Kitchen,Appliances,Appliances 306,2,35228,5.87,66321.46,COD
ORD13630,2024-10-15,CUST9191,Male,Tamil Nadu,South,Electronics,Unknown,Item 746,5,11623,7.95,53497.15,Debit Card
ORD13631,2024-02-20,CUST7783,Unknown,Maharashtra,West,Fashion,Unknown,Men Wear 292,5,33727,23.2,129503.98,Credit Card
ORD13632,2024-09-27,CUST7199,Unknown,West Bengal,East,Electronics,Unknown,Item 508,5,25876,5.11,122765.15,Debit Card
ORD13633,2024-02-02,CUST5362,Male,Haryana,North,Electronics,Mobile,mobiles 430,3,11762,10.44,31601.09,Debit Card
ORD13634,2024-08-04,CUST8476,Female,Maharashtra,West,Beauty,Skin Care,skin_care 553,2,41872,20.71,66400.87,UPI
ORD13635,2024-03-04,CUST9946,Unknown,Delhi,North,Electronics,Mobile,mobiles 454,3,37119,12.25,97717.1,COD
ORD13636,2024-09-28,CUST6215,Female,Tamil Nadu,South,Electronics,Unknown,Item 486,2,13108,7.55,24236.75,Debit Card
ORD13637,2024-07-17,CUST7922,Other,Delhi,North,Electronics,Mobile,Mobiles 844,5,45571,5.3,215788.88,Credit Card
ORD13638,2024-01-29,CUST1141,Unknown,Punjab,North,Home & Kitchen,Home Decor,Decor 819,5,33182,15.87,139576.79,COD
ORD13639,2024-09-25,CUST9616,Female,Haryana,North,Fashion,Unknown,Men Wear 608,2,27911,24.7,42034.49,UPI
ORD13640,2024-02-11,CUST4281,Other,Punjab,North,Beauty,Skin Care,Skincare 179,2,41901,29.68,58929.61,COD
ORD13641,2024-03-02,CUST5514,Other,Tamil Nadu,South,Home & Kitchen,Unknown,decor_items 358,3,31988,13.91,82612.52,COD
ORD13642,2024-02-26,CUST8824,Male,Tamil Nadu,South,Fashion,Men Wear,mens_wear 545,1,23559,22.99,18143.82,COD
ORD13643,2024-09-27,CUST2883,Female,Punjab,North,Beauty,Makeup,Makeup 552,4,17084,32.94,45827.77,Debit Card
ORD13644,2024-07-27,CUST8003,Female,Tamil Nadu,South,Electronics,Unknown,Item 746,4,33988,11.62,120151.6,COD
ORD13645,2024-06-24,CUST3859,Female,West Bengal,East,Fashion,Women Wear,Women Wear 282,5,28150,18.04,115361.5,Unknown
ORD13646,2024-01-29,CUST8101,Other,Tamil Nadu,South,Fashion,Ethnic,Ethnic 124,4,40863,15.43,138237.63,UPI
ORD13647,2024-05-13,CUST9611,Male,Delhi,North,Fashion,Men Wear,mens_wear 342,5,27183,23.42,104085.89,Unknown
ORD13648,2024-04-13,CUST7902,Male,Maharashtra,West,Fashion,Women Wear,Women Wear 676,3,28235,22.98,65236.68,Credit Card
ORD13649,2024-02-14,CUST1848,Female,Delhi,North,Home & Kitchen,Furniture,Furniture 419,4,18108,14.62,61841.44,COD
ORD13650,2024-11-29,CUST6990,Male,Delhi,North,Home & Kitchen,Unknown,decor_items 763,4,10045,12.22,35271.77,Credit Card
ORD13651,2024-01-27,CUST1595,Female,West Bengal,East,Fashion,Ethnic,Ethnic 918,3,26082,22.73,60457.6,Credit Card
ORD13652,2024-05-25,CUST6826,Unknown,Maharashtra,West,Electronics,Mobile,Mobiles 781,5,7471,9.3,33882.14,Unknown
ORD13653,2024-06-07,CUST5403,Unknown,Punjab,North,Fashion,Unknown,Men Wear 509,1,31601,27.7,22846.98,COD
ORD13654,2024-06-01,CUST9297,Male,West Bengal,East,Electronics,Unknown,Mobile Phones 802,2,47298,6.31,88631.4,COD
ORD13655,2024-09-12,CUST2736,Male,Haryana,North,Electronics,Accessories,Accessories 867,3,26705,10.7,71546.3,Debit Card
ORD13656,2024-11-17,CUST5142,Male,Maharashtra,West,Electronics,Accessories,Accessories 754,1,14485,11.69,12791.78,COD
ORD13657,2024-01-18,CUST5214,Male,Delhi,North,Home & Kitchen,Unknown,decor_items 417,4,28059,18.62,91335.03,Unknown
ORD13658,2024-12-09,CUST5660,Male,Tamil Nadu,South,Fashion,Women Wear,Women Wear 602,1,21463,29.46,15139.33,COD
ORD13659,2024-02-11,CUST9806,Other,Tamil Nadu,South,Fashion,Women Wear,Women Wear 610,5,23592,13.84,101628.53,Credit Card
ORD13660,2024-11-02,CUST6640,Female,West Bengal,East,Home & Kitchen,Unknown,decor_items 267,1,17560,15.85,14775.94,Debit Card
ORD13661,2024-04-26,CUST3193,Female,Delhi,North,Beauty,Skin Care,skin_care 606,1,43679,19.92,34977.29,Debit Card
ORD13662,2024-05-30,CUST8480,Female,West Bengal,East,Fashion,Men Wear,mens_wear 538,5,46520,16.18,194961.48,Debit Card
ORD13663,2024-12-28,CUST7444,Other,Delhi,North,Beauty,Skin Care,skin_care 380,3,42199,27.73,91492.72,Unknown
ORD13664,2024-03-17,CUST2220,Male,West Bengal,East,Home & Kitchen,Unknown,Item 132,1,27374,16.46,22867.05,Unknown
ORD13665,2024-08-14,CUST5057,Male,Maharashtra,West,Home & Kitchen,Unknown,Item 488,5,11316,13.68,48837.54,COD
ORD13666,2024-03-03,CUST1824,Unknown,Haryana,North,Beauty,Unknown,Item 884,3,40112,24.4,90978.02,COD
ORD13667,2024-09-21,CUST2451,Female,Maharashtra,West,Electronics,Unknown,Mobile Phones 885,4,37446,10.73,133712.53,Debit Card
ORD13668,2024-04-27,CUST5345,Female,Punjab,North,Beauty,Skin Care,Skincare 157,2,15111,20.74,23955.04,Debit Card
ORD13669,2024-09-20,CUST5791,Male,Delhi,North,Fashion,Men Wear,mens_wear 430,5,22046,22.21,85751.2,Debit Card
ORD13670,2024-12-01,CUST3023,Male,Punjab,North,Electronics,Accessories,Accessories 635,2,45783,12.28,80319.55,COD
ORD13671,2024-11-22,CUST9370,Male,Delhi,North,Fashion,Women Wear,Women Wear 427,2,6703,29.44,9458.94,COD
ORD13672,2024-09-10,CUST1463,Male,Maharashtra,West,Beauty,Hair Care,Haircare 125,1,32454,16.16,27207.88,Unknown
ORD13673,2024-11-26,CUST3937,Female,West Bengal,East,Beauty,Hair Care,Haircare 830,2,12657,23.88,19270.11,COD
ORD13674,2024-08-06,CUST9045,Male,Punjab,North,Fashion,Ethnic,Ethnic 592,5,34924,11.05,155321.81,Debit Card
ORD13675,2024-11-24,CUST4126,Female,Haryana,North,Beauty,Makeup,Makeup 703,2,46399,34.41,60865.78,Unknown
ORD13676,2024-04-09,CUST9934,Other,Tamil Nadu,South,Electronics,Unknown,Mobile Phones 329,3,18660,10.75,49963.33,Debit Card
ORD13677,2024-08-19,CUST6765,Male,West Bengal,East,Fashion,Men Wear,mens_wear 423,5,1670,12.01,7346.98,Unknown
ORD13678,2024-06-09,CUST6431,Other,Haryana,North,Home & Kitchen,Unknown,Item 329,4,6978,10.42,25004.47,COD
ORD13679,2024-02-06,CUST7273,Male,West Bengal,East,Fashion,Men Wear,mens_wear 731,3,32947,16.59,82443.91,Credit Card
ORD13680,2024-08-25,CUST3810,Male,Tamil Nadu,South,Electronics,Mobile,Mobiles 641,1,1836,12.86,1599.91,Credit Card
ORD13681,2024-12-05,CUST6334,Male,Maharashtra,West,Beauty,Skin Care,Skincare 625,3,8405,27.73,18222.88,UPI
ORD13682,2024-04-08,CUST4411,Male,Delhi,North,Electronics,Mobile,mobiles 847,4,25605,20.81,81108.57,Debit Card
ORD13683,2024-11-20,CUST9447,Other,Maharashtra,West,Beauty,Hair Care,Haircare 725,2,12230,22.9,18857.57,Debit Card
ORD13684,2024-04-09,CUST1430,Male,Delhi,North,Home & Kitchen,Furniture,Furniture 432,2,35827,17.33,59234.94,Debit Card
ORD13685,2024-04-08,CUST2884,Female,West Bengal,East,Home & Kitchen,Furniture,Furniture 823,3,43369,19.78,104368.12,Unknown
ORD13686,2024-12-03,CUST3311,Unknown,Punjab,North,Beauty,Makeup,Makeup 604,2,36732,20.56,58360.48,Debit Card
ORD13687,2024-06-30,CUST6250,Other,Tamil Nadu,South,Beauty,Makeup,Makeup 212,1,42905,23.89,32653.29,Debit Card
ORD13688,2024-06-27,CUST8420,Male,Delhi,North,Electronics,Mobile,mobiles 119,1,43296,10.31,38831.09,Debit Card
ORD13689,2024-10-23,CUST2264,Female,Delhi,North,Home & Kitchen,Furniture,Furniture 517,4,28656,26.98,83702.39,Credit Card
ORD13690,2024-12-17,CUST5458,Male,Tamil Nadu,South,Electronics,Unknown,Mobile Phones 887,1,47448,7.7,43793.0,UPI
ORD13691,2024-04-04,CUST7064,Male,Tamil Nadu,South,Home & Kitchen,Appliances,Appliances 964,4,46007,13.39,159393.91,Credit Card
ORD13692,2024-08-22,CUST8097,Female,Haryana,North,Beauty,Makeup,Makeup 432,1,4344,21.75,3399.13,Unknown
ORD13693,2024-03-18,CUST6089,Other,Haryana,North,Electronics,Unknown,Mobile Phones 596,4,46549,9.6,168318.45,UPI
ORD13694,2024-02-20,CUST5855,Male,Tamil Nadu,South,Fashion,Men Wear,mens_wear 656,1,21601,14.08,18560.27,Unknown
ORD13695,2024-09-08,CUST7190,Male,West Bengal,East,Beauty,Unknown,Item 460,2,4590,33.69,6087.16,UPI
ORD13696,2024-02-27,CUST8530,Male,Delhi,North,Beauty,Hair Care,Haircare 439,5,4077,19.41,16429.28,Unknown
ORD13697,2024-05-17,CUST4321,Male,Delhi,North,Beauty,Unknown,Item 708,4,29536,27.18,86037.62,Unknown
ORD13698,2024-07-30,CUST7884,Unknown,Tamil Nadu,South,Beauty,Skin Care,Skincare 170,5,30724,20.42,122246.34,COD
ORD13699,2024-11-05,CUST8685,Male,Maharashtra,West,Electronics,Accessories,Accessories 969,5,34387,8.11,157991.58,Unknown
ORD13700,2024-09-17,CUST9700,Other,Maharashtra,West,Home & Kitchen,Appliances,Appliances 501,3,41245,11.05,110063.5,Debit Card
ORD13701,2024-03-31,CUST8213,Male,Tamil Nadu,South,Fashion,Men Wear,mens_wear 432,1,2843,29.96,1991.33,COD
ORD13702,2024-06-19,CUST3480,Other,Maharashtra,West,Electronics,Mobile,mobiles 773,2,25708,9.52,46519.51,UPI
ORD13703,2024-06-16,CUST3990,Female,Tamil Nadu,South,Electronics,Mobile,Mobiles 870,5,10945,14.06,47029.06,Credit Card
